,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(10, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (10, 10)}, 'Test R2': array([-0.16283612, -0.09442201, -0.30454778]), 'Test RMSE': array([-12.54830084, -10.57413566, -10.20575548]), 'Test MAE': array([-9.41664011, -7.29456962, -8.33589401]), 'Test MSE': array([-157.459854  , -111.81234503, -104.15744485]), 'AIC': array([1819.18304992, 1696.62226715, 1671.23350568]), 'BIC': array([1834.70518187, 1712.14439909, 1686.75563763])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.21858513,  0.02822714,  0.0950393 ]), 'Test RMSE': array([-12.84557662,  -9.96402599,  -8.50021719]), 'Test MAE': array([-9.51726946, -6.73413328, -6.91820984]), 'Test MSE': array([-165.00883857,  -99.28181399,  -72.25369231]), 'AIC': array([1835.94765617, 1654.07054355, 1540.30566808]), 'BIC': array([1851.46978812, 1669.5926755 , 1555.82780002])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.22148743,  0.00513556,  0.10057671]), 'Test RMSE': array([-12.86086465, -10.08171514,  -8.47417109]), 'Test MAE': array([-9.65230608, -6.97767296, -6.89243697]), 'Test MSE': array([-165.40183962, -101.64098008,  -71.81157563]), 'AIC': array([1836.79928992, 1662.4779548 , 1538.10835471]), 'BIC': array([1852.32142186, 1678.00008674, 1553.63048665])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.19640188, -0.03271355, -0.00396367]), 'Test RMSE': array([-12.72811847, -10.27170186,  -8.95311498]), 'Test MAE': array([-9.58553863, -7.02189326, -7.31293821]), 'Test MSE': array([-162.00499973, -105.50785916,  -80.1582678 ]), 'AIC': array([1829.37053664, 1675.84518914, 1577.47308396]), 'BIC': array([1844.89266858, 1691.36732109, 1592.99521591])}"
"measuring NO2,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.03986005, -0.11944711, -1.49979412]), 'Test RMSE': array([-11.86623959, -10.69434667, -14.12756405]), 'Test MAE': array([ -8.80477542,  -7.4496258 , -10.31083962]), 'Test MSE': array([-140.80764195, -114.36905077, -199.58806585]), 'AIC': array([1779.16730886, 1704.71612156, 1904.0594947 ]), 'BIC': array([1794.6894408 , 1720.23825351, 1919.58162664])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.09630862,  0.04958778,  0.12548654]), 'Test RMSE': array([-12.18406146,  -9.85390733,  -8.35599963]), 'Test MAE': array([-9.10108461, -6.57939272, -6.84312366]), 'Test MSE': array([-148.45135377,  -97.09948961,  -69.82272987]), 'AIC': array([1798.09212076, 1646.1135306 , 1528.05353664]), 'BIC': array([1813.61425271, 1661.63566254, 1543.57566859])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.06069301, -0.04931905, -0.3389577 ]), 'Test RMSE': array([-11.98451657, -10.35395437, -10.33947751]), 'Test MAE': array([-9.08071279, -7.25660377, -8.34212185]), 'Test MSE': array([-143.62863732, -107.20437107, -106.90479517]), 'AIC': array([1786.26871982, 1681.55585413, 1680.55404515]), 'BIC': array([1801.79085176, 1697.07798607, 1696.0761771 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.07957116, -0.17179916, -0.47859623]), 'Test RMSE': array([-12.09069605, -10.94155528, -10.86525593]), 'Test MAE': array([-9.21466313, -7.68140853, -8.71815409]), 'Test MSE': array([-146.184931  , -119.71763203, -118.05378632]), 'AIC': array([1792.58434458, 1721.07865348, 1716.06824061]), 'BIC': array([1808.10647652, 1736.60078543, 1731.59037256])}"
"measuring NO2,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.02497533, -0.06106211, -1.3425041 ]), 'Test RMSE': array([-11.78100586, -10.41172939, -13.67588195]), 'Test MAE': array([ -8.80035342,  -7.20834783, -10.34613328]), 'Test MSE': array([-138.79209913, -108.40410893, -187.02974711]), 'AIC': array([1774.00581031, 1685.54002567, 1880.79382932]), 'BIC': array([1789.52794226, 1701.06215762, 1896.31596127])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.08208459,  0.0720007 ,  0.05476175]), 'Test RMSE': array([-12.10476249,  -9.73702518,  -8.68731975]), 'Test MAE': array([-9.14178952, -6.24139547, -7.10732986]), 'Test MSE': array([-146.52527482,  -94.80965935,  -75.46952436]), 'AIC': array([1793.41686179, 1637.56992393, 1555.89495474]), 'BIC': array([1808.93899373, 1653.09205588, 1571.41708668])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.06679101, -0.10738073, -0.28014975]), 'Test RMSE': array([-12.01891711, -10.63655399, -10.10986956]), 'Test MAE': array([-9.11530398, -7.18126109, -8.12087912]), 'Test MSE': array([-144.4543684 , -113.13628075, -102.20946248]), 'AIC': array([1788.32099317, 1700.83633566, 1664.47468557]), 'BIC': array([1803.84312512, 1716.35846761, 1679.99681752])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.04817845, -0.13136269, -0.42288769]), 'Test RMSE': array([-11.91360727, -10.75111221, -10.65860762]), 'Test MAE': array([-8.91334629, -7.43109853, -8.68526681]), 'Test MSE': array([-141.93403816, -115.58641381, -113.60591648]), 'AIC': array([1782.01974981, 1708.50659497, 1702.31934001]), 'BIC': array([1797.54188176, 1724.02872692, 1717.84147195])}"
"measuring O3 1,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(4, 50),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (4, 50)}, 'Test R2': array([-0.13205523,  0.02653005, -0.55740452]), 'Test RMSE': array([-12.38110689,  -9.9727227 , -11.15105298]), 'Test MAE': array([-9.1383802 , -6.91339294, -8.77980111]), 'Test MSE': array([-153.29180781,  -99.45519808, -124.34598253]), 'AIC': array([1809.57891769, 1654.69520345, 1734.65829458]), 'BIC': array([1825.10104963, 1670.21733539, 1750.18042653])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.06254791,  0.08634944,  0.15779253]), 'Test RMSE': array([-11.994991  ,  -9.66145491,  -8.20020495]), 'Test MAE': array([-8.91626706, -6.35844811, -6.7225752 ]), 'Test MSE': array([-143.87980916,  -93.34371089,  -67.24336129]), 'AIC': array([1786.89422869, 1631.99128173, 1514.57795022]), 'BIC': array([1802.41636063, 1647.51341368, 1530.10008217])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.17914702, -0.00427377, -0.19280998]), 'Test RMSE': array([-12.63600082, -10.12927887,  -9.75889839]), 'Test MAE': array([-9.39486373, -7.30283019, -7.93518908]), 'Test MSE': array([-159.66851677, -102.60229036,  -95.23609769]), 'AIC': array([1824.16976276, 1665.84797152, 1639.17653895]), 'BIC': array([1839.6918947 , 1681.37010347, 1654.69867089])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.22143764, -0.09701995, -0.38587268]), 'Test RMSE': array([-12.86060252, -10.58667864, -10.51905754]), 'Test MAE': array([-9.69651887, -7.61241981, -8.51809993]), 'Test MSE': array([-165.39509716, -112.07776468, -110.65057151]), 'AIC': array([1836.78469605, 1697.47107891, 1692.88304888]), 'BIC': array([1852.306828  , 1712.99321086, 1708.40518082])}"
"measuring O3 1,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(4, 50),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (4, 50)}, 'Test R2': array([-0.06816858, -0.13005892, -1.20357998]), 'Test RMSE': array([-12.02667475, -10.74491568, -13.26415451]), 'Test MAE': array([ -8.96175452,  -7.56628592, -10.56799246]), 'Test MSE': array([-144.64090542, -115.45321305, -175.93779493]), 'AIC': array([1788.78298801, 1708.09380105, 1858.90671709]), 'BIC': array([1804.30511996, 1723.61593299, 1874.42884904])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.04255131,  0.10174895,  0.07236447]), 'Test RMSE': array([-11.88158516,  -9.57968736,  -8.60604974]), 'Test MAE': array([-8.87813124, -6.06654862, -7.05726069]), 'Test MSE': array([-141.17206591,  -91.77040994,  -74.06409213]), 'AIC': array([1780.09265097, 1625.90578915, 1549.1652365 ]), 'BIC': array([1795.61478291, 1641.4279211 , 1564.68736845])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.12897777, -0.0147861 , -0.397243  ]), 'Test RMSE': array([-12.36426662, -10.18215544, -10.56212091]), 'Test MAE': array([-9.19234801, -7.10712788, -8.63897059]), 'Test MSE': array([-152.8750891 , -103.67628931, -111.55839811]), 'AIC': array([1808.6043813 , 1669.57589228, 1695.80825691]), 'BIC': array([1824.12651325, 1685.09802422, 1711.33038885])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.12531772, -0.09852259, -0.68206899]), 'Test RMSE': array([-12.34420837, -10.59392672, -11.5887626 ]), 'Test MAE': array([-9.20164804, -7.43706318, -9.40259283]), 'Test MSE': array([-152.37948027, -112.23128343, -134.29941854]), 'AIC': array([1807.44188852, 1697.96111462, 1762.22569507]), 'BIC': array([1822.96402047, 1713.48324656, 1777.74782702])}"
"measuring O3 2,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(10, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (10, 10)}, 'Test R2': array([-0.02564581, -0.20592873, -2.1080083 ]), 'Test RMSE': array([-11.78485845, -11.09975235, -15.7527452 ]), 'Test MAE': array([ -8.80584067,  -8.29949844, -12.14648779]), 'Test MSE': array([-138.8828886 , -123.20450228, -248.14898146]), 'AIC': array([1774.23991588, 1731.35672298, 1982.0224885 ]), 'BIC': array([1789.76204783, 1746.87885493, 1997.54462045])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.01704993,  0.07223483,  0.04185979]), 'Test RMSE': array([-11.73537046,  -9.73579679,  -8.7464073 ]), 'Test MAE': array([-8.8159557 , -6.32844739, -7.15938666]), 'Test MSE': array([-137.71891976,  -94.78573918,  -76.4996406 ]), 'AIC': array([1771.22689649, 1637.47959031, 1560.74840332]), 'BIC': array([1786.74902844, 1653.00172225, 1576.27053526])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=17))]), 'Best Parameters': {'knn_regressor__n_neighbors': 17}, 'Test R2': array([-0.11829567, -0.12155089, -0.41647187]), 'Test RMSE': array([-12.3056338 , -10.70439089, -10.63455055]), 'Test MAE': array([-9.33653965, -7.70945863, -8.56858626]), 'Test MSE': array([-151.42862324, -114.58398439, -113.09366549]), 'AIC': array([1805.20094812, 1705.38827912, 1700.70146173]), 'BIC': array([1820.72308007, 1720.91041107, 1716.22359367])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.10664027, -0.217346  , -0.84235017]), 'Test RMSE': array([-12.24133831, -11.15217267, -12.12833691]), 'Test MAE': array([ -9.22637008,  -8.04238241, -10.10777618]), 'Test MSE': array([-149.85036362, -124.37095526, -147.09655618]), 'AIC': array([1801.45012487, 1734.73018543, 1794.80993929]), 'BIC': array([1816.97225682, 1750.25231738, 1810.33207124])}"
"measuring CO,measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=1, hidden_layer_sizes=(4, 50),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 1, 'mlp_regressor__hidden_layer_sizes': (4, 50)}, 'Test R2': array([-1.5378616 , -0.05345028, -0.04075789]), 'Test RMSE': array([-18.53786149, -10.37431641,  -9.11569992]), 'Test MAE': array([-15.59001155,  -7.1198479 ,  -7.33341959]), 'Test MSE': array([-343.65230859, -107.62644103,  -83.09598503]), 'AIC': array([2100.58768871, 1684.96255403, 1592.35870611]), 'BIC': array([2119.99035365, 1704.36521896, 1611.76137104])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.31352404,  0.0726426 ,  0.12426888]), 'Test RMSE': array([-13.33658626,  -9.73365703,  -8.36181503]), 'Test MAE': array([-10.62932182,  -6.4094527 ,  -6.71723821]), 'Test MSE': array([-177.86453318,  -94.74407909,  -69.91995056]), 'AIC': array([1864.80595155, 1639.32220807, 1530.55166667]), 'BIC': array([1884.20861648, 1658.724873  , 1549.9543316 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.6076941 , -0.07365891, -0.06114652]), 'Test RMSE': array([-14.75459776, -10.47335043,  -9.20455593]), 'Test MAE': array([-11.91467505,  -7.40691824,  -7.46817227]), 'Test MSE': array([-217.69815514, -109.69106918,  -84.72384979]), 'AIC': array([1937.1531988 , 1691.76512706, 1599.30417669]), 'BIC': array([1956.55586374, 1711.16779199, 1618.70684162])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.75608458,  0.02126544,  0.00721521]), 'Test RMSE': array([-15.42049732,  -9.99965301,  -8.90313014]), 'Test MAE': array([-12.69771644,  -6.84801983,  -7.16157573]), 'Test MSE': array([-237.79173759,  -99.99306034,  -79.26572627]), 'AIC': array([1968.75949537, 1658.62608175, 1575.46448777]), 'BIC': array([1988.1621603 , 1678.02874668, 1594.8671527 ])}"
"measuring CO,measuring NO2,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.39510063, -0.04195709, -0.43982594]), 'Test RMSE': array([-13.74448376, -10.31756907, -10.72186069]), 'Test MAE': array([-10.95643135,  -7.13007123,  -8.54914982]), 'Test MSE': array([-188.91083387, -106.45223151, -114.95829663]), 'AIC': array([1886.37649485, 1681.03529476, 1708.555854  ]), 'BIC': array([1905.77915978, 1700.43795969, 1727.95851894])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.24730596,  0.07770418,  0.16789458]), 'Test RMSE': array([-12.9960737 ,  -9.70705718,  -8.15087698]), 'Test MAE': array([-10.3467406 ,  -6.3379106 ,  -6.68616322]), 'Test MSE': array([-168.89793156,  -94.22695908,  -66.43679556]), 'AIC': array([1846.28745864, 1637.3628663 , 1512.25787697]), 'BIC': array([1865.69012358, 1656.76553123, 1531.66054191])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=17))]), 'Best Parameters': {'knn_regressor__n_neighbors': 17}, 'Test R2': array([-4.24795634e-01, -2.46562483e-04, -1.77521165e-01]), 'Test RMSE': array([-13.88999066, -10.10894892,  -9.69615444]), 'Test MAE': array([-11.16820816,  -7.0754717 ,  -7.86134454]), 'Test MSE': array([-192.93184044, -102.19084822,  -94.01541101]), 'AIC': array([1893.91663461, 1666.40948112, 1636.55822023]), 'BIC': array([1913.31929954, 1685.81214605, 1655.96088516])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.35408889, -0.05400173, -0.19288896]), 'Test RMSE': array([-13.54095372, -10.37703141,  -9.75922148]), 'Test MAE': array([-10.83832446,  -7.23762608,  -7.90044907]), 'Test MSE': array([-183.35742758, -107.68278078,  -95.24240383]), 'AIC': array([1875.69459067, 1685.14990904, 1641.20024344]), 'BIC': array([1895.0972556 , 1704.55257397, 1660.60290838])}"
"measuring CO,measuring NO2,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(10, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (10, 10)}, 'Test R2': array([-0.8871326 , -0.04676791, -0.39539863]), 'Test RMSE': array([-15.98552391, -10.34136028, -10.55514758]), 'Test MAE': array([-12.57329824,  -7.1783213 ,  -8.60045725]), 'Test MSE': array([-255.53697478, -106.9437325 , -111.41114051]), 'AIC': array([1994.52542701, 1682.68441373, 1697.33538308]), 'BIC': array([2013.92809194, 1702.08707866, 1716.73804802])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.25420764,  0.0853449 ,  0.07006276]), 'Test RMSE': array([-13.03197944,  -9.66676473,  -8.61672006]), 'Test MAE': array([-10.37952022,  -6.11592323,  -7.04852255]), 'Test MSE': array([-169.83248815,  -93.44634035,  -74.24786451]), 'AIC': array([1848.26290631, 1634.38467903, 1552.05242791]), 'BIC': array([1867.66557124, 1653.78734396, 1571.45509284])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.34794347, -0.04107355, -0.07632926]), 'Test RMSE': array([-13.51019153, -10.31319368,  -9.27017084]), 'Test MAE': array([-10.7785841 ,  -7.01386873,  -7.50985779]), 'Test MSE': array([-182.52527508, -106.36196395,  -85.93606733]), 'AIC': array([1874.06613921, 1680.73159522, 1604.39009475]), 'BIC': array([1893.46880415, 1700.13426015, 1623.79275968])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.43676136,  0.05526107, -0.05852966]), 'Test RMSE': array([-13.94819423,  -9.82445287,  -9.19319938]), 'Test MAE': array([-11.24329872,  -6.79387594,  -7.48862623]), 'Test MSE': array([-194.55212225,  -96.51987413,  -84.51491476]), 'AIC': array([1896.91063862, 1645.97011933, 1598.42023291]), 'BIC': array([1916.31330355, 1665.37278426, 1617.82289784])}"
"measuring CO,measuring O3 1,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-3.62310728, -0.15453086, -0.3399732 ]), 'Test RMSE': array([-25.02030801, -10.86063556, -10.34339762]), 'Test MAE': array([-20.44649005,  -7.46080164,  -8.20919099]), 'Test MSE': array([-626.01581293, -117.95340472, -106.98587426]), 'AIC': array([2315.29647592, 1717.76370229, 1682.8254578 ]), 'BIC': array([2334.69914085, 1737.16636723, 1702.22812273])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.08630997,  0.10793941,  0.19248931]), 'Test RMSE': array([-12.12837308,  -9.54662018,  -8.02951481]), 'Test MAE': array([-9.50304745, -6.15246612, -6.58083333]), 'Test MSE': array([-147.09743345,  -91.13795679,  -64.47310811]), 'AIC': array([1796.81207436, 1625.43002348, 1501.51685857]), 'BIC': array([1816.21473929, 1644.83268841, 1520.9195235 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-1.01577724,  0.03447272, -0.07811556]), 'Test RMSE': array([-16.52140335,  -9.93195499,  -9.27786011]), 'Test MAE': array([-13.7171424 ,  -6.86776326,  -7.64899806]), 'Test MSE': array([-272.95676876,  -98.64372992,  -86.07868828]), 'AIC': array([2018.13420667, 1653.76225243, 1604.98374513]), 'BIC': array([2037.5368716 , 1673.16491736, 1624.38641007])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.71995608, -0.05442433, -0.16384845]), 'Test RMSE': array([-15.26104753, -10.37911151,  -9.63969691]), 'Test MAE': array([-12.45764176,  -7.24307072,  -7.82629153]), 'Test MSE': array([-232.89957164, -107.72595582,  -92.92375647]), 'AIC': array([1961.31742688, 1685.29341913, 1632.37700158]), 'BIC': array([1980.72009181, 1704.69608407, 1651.77966651])}"
