,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring O3 2,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200, 10)}, 'Test R2': array([-0.65243543,  0.47553673, -0.10490166]), 'Test RMSE': array([-14.65353197, -10.07452702, -19.74918582]), 'Test MAE': array([-12.24182032,  -7.40232946, -15.6441593 ]), 'Test MSE': array([-214.72599913, -101.4960946 , -390.03034039]), 'AIC': array([1928.2318798 , 1659.96727486, 2141.90838245]), 'BIC': array([1939.87347875, 1671.60887382, 2153.54998141])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.61911925,  0.45111808,  0.27708003]), 'Test RMSE': array([-14.50505853, -10.30639043, -15.97469209]), 'Test MAE': array([-11.89022432,  -7.94504401, -12.77463238]), 'Test MSE': array([-210.39672306, -106.2216838 , -255.19078732]), 'AIC': array([1920.94017632, 1676.25911953, 1990.04009944]), 'BIC': array([1932.58177528, 1687.90071849, 2001.6816984 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.5364049 ,  0.54049323,  0.32400191]), 'Test RMSE': array([-14.12969897,  -9.43003025, -15.44756808]), 'Test MAE': array([-11.72050476,  -6.85364296, -12.1658775 ]), 'Test MSE': array([-199.64839305,  -88.92547049, -238.62735955]), 'AIC': array([1902.1676869 , 1612.6319019 , 1966.01533489]), 'BIC': array([1913.80928586, 1624.27350086, 1977.65693385])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.38758539,  0.52100751,  0.38833386]), 'Test RMSE': array([-13.42795655,  -9.62789803, -14.69415457]), 'Test MAE': array([-11.069145  ,  -7.0412544 , -11.71959213]), 'Test MSE': array([-180.3100171 ,  -92.69642047, -215.91817855]), 'AIC': array([1865.69461181, 1627.50008906, 1930.21403279]), 'BIC': array([1877.33621077, 1639.14168802, 1941.85563175])}"
"measuring CO,measuring NO2,measuring O3 1,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.9336125 , -0.38845425, -0.66135208]), 'Test RMSE': array([-15.85129649, -16.39203662, -24.21688184]), 'Test MAE': array([-12.5931655 , -13.50122518, -18.70088497]), 'Test MSE': array([-251.2636005 , -268.69886454, -586.45736615]), 'AIC': array([1986.48792695, 2010.50568177, 2289.9277905 ]), 'BIC': array([2002.01005889, 2026.02781371, 2305.44992245])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-1.66601394, -0.35784924, -0.71193514]), 'Test RMSE': array([-18.61278134, -16.21036914, -24.58278237]), 'Test MAE': array([-16.25797779, -12.86716721, -19.09302781]), 'Test MSE': array([-346.43562911, -262.77606752, -604.31318892]), 'AIC': array([2101.4755356 , 2002.52619304, 2300.66514659]), 'BIC': array([2116.99766754, 2018.04832499, 2316.18727854])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=17))]), 'Best Parameters': {'knn_regressor__n_neighbors': 17}, 'Test R2': array([-0.51928445,  0.06077198, -0.80052175]), 'Test RMSE': array([-14.05075345, -13.48194803, -25.21079668]), 'Test MAE': array([-11.43666543, -10.38933777, -19.45555734]), 'Test MSE': array([-197.42367263, -181.76292263, -635.58426901]), 'AIC': array([1900.15603102, 1870.56775097, 2318.72699706]), 'BIC': array([1915.67816297, 1886.08988292, 2334.24912901])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-1.49213045, -0.50850572, -0.54106027]), 'Test RMSE': array([-17.99556361, -17.08600814, -23.32368649]), 'Test MAE': array([-14.88221771, -14.16321125, -17.78597406]), 'Test MSE': array([-323.84030959, -291.93167419, -543.99435166]), 'AIC': array([2077.32968711, 2040.1940821 , 2263.02011325]), 'BIC': array([2092.85181905, 2055.71621404, 2278.54224519])}"
"measuring CO,measuring NO2,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-1.33756994,  0.14894153,  0.06496583]), 'Test RMSE': array([-17.42859486, -12.83355058, -18.16774912]), 'Test MAE': array([-13.33126561,  -9.74526829, -14.63610227]), 'Test MSE': array([-303.75591894, -164.70002054, -330.06710807]), 'AIC': array([2054.40836409, 1835.27702275, 2084.14796498]), 'BIC': array([2069.93049603, 1850.7991547 , 2099.67009693])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.32051723,  0.0538879 , -0.0396005 ]), 'Test RMSE': array([-13.09942111, -13.53126582, -19.15669674]), 'Test MAE': array([-11.07303962, -10.37414318, -15.56584596]), 'Test MSE': array([-171.59483339, -183.09515474, -366.97902984]), 'AIC': array([1849.95871597, 1873.18214404, 2122.09908511]), 'BIC': array([1865.48084792, 1888.70427599, 2137.62121706])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-1.94793046,  0.11429438, -0.1175257 ]), 'Test RMSE': array([-19.57215673, -13.09217582, -19.86168747]), 'Test MAE': array([-16.36541824,  -9.91128197, -16.06323004]), 'Test MSE': array([-383.06931893, -171.4050678 , -394.48662913]), 'AIC': array([2137.46131446, 1849.56258707, 2147.97551825]), 'BIC': array([2152.98344641, 1865.08471902, 2163.4976502 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-1.66708806,  0.21850038,  0.12699219]), 'Test RMSE': array([-18.61653043, -12.29791574, -17.55482268]), 'Test MAE': array([-15.84378046,  -9.19900618, -14.02742798]), 'Test MSE': array([-346.5752052 , -151.23873149, -308.17179917]), 'AIC': array([2101.61974183, 1804.7517338 , 2059.57535528]), 'BIC': array([2117.14187377, 1820.27386575, 2075.09748723])}"
"measuring CO,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(4, 50),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (4, 50)}, 'Test R2': array([-0.91208582,  0.14769498,  0.25489739]), 'Test RMSE': array([-15.76281424, -12.84294587, -16.21793014]), 'Test MAE': array([-13.23817757,  -9.31524652, -12.87757781]), 'Test MSE': array([-248.46631264, -164.94125866, -263.02125788]), 'AIC': array([1982.48000392, 1835.80100605, 2002.86007894]), 'BIC': array([1998.00213587, 1851.32313799, 2018.38221088])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.04781311, 0.01101291, 0.0048034 ]), 'Test RMSE': array([-11.1234925 , -13.83446723, -18.74311737]), 'Test MAE': array([ -8.6150355 ,  -9.78525136, -15.19264065]), 'Test MSE': array([-123.73208545, -191.39248361, -351.30444858]), 'AIC': array([1732.88646843, 1889.04878235, 2106.47185361]), 'BIC': array([1748.40860038, 1904.5709143 , 2121.99398556])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.54319246,  0.10731759,  0.09958087]), 'Test RMSE': array([-14.16087579, -13.14363881, -17.82829209]), 'Test MAE': array([-11.92060152, -10.20698758, -14.31115708]), 'Test MSE': array([-200.53040303, -172.75524122, -317.84799888]), 'AIC': array([1905.74578193, 1852.37153715, 2070.64323337]), 'BIC': array([1921.26791387, 1867.89366909, 2086.16536531])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.21205102,  0.23270477,  0.2117766 ]), 'Test RMSE': array([-12.54990731, -12.1856409 , -16.68061448]), 'Test MAE': array([-10.30390417,  -9.33636159, -13.33397955]), 'Test MSE': array([-157.50017357, -148.48984426, -278.24289927]), 'AIC': array([1819.27470859, 1798.18493102, 2023.00102047]), 'BIC': array([1834.79684053, 1813.70706296, 2038.52315242])}"
"measuring CO,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-1.580036  , -1.98016036, -0.68275779]), 'Test RMSE': array([-18.31019418, -24.01524073, -24.37239389]), 'Test MAE': array([-15.05284801, -15.455363  , -18.78465687]), 'Test MSE': array([-335.26321076, -576.73178727, -594.01358416]), 'AIC': array([2089.7399019 , 2283.94107997, 2294.51098332]), 'BIC': array([2105.26203384, 2299.46321191, 2310.03311527])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-1.6887844 , -0.28746794, -0.74044945]), 'Test RMSE': array([-18.69209834, -15.78466394, -24.78666459]), 'Test MAE': array([-16.18946423, -12.57141454, -19.25725723]), 'Test MSE': array([-349.39454048, -249.15561554, -614.37874134]), 'AIC': array([2104.52023443, 1983.47180345, 2306.57894584]), 'BIC': array([2120.04236638, 1998.9939354 , 2322.10107778])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=15))]), 'Best Parameters': {'knn_regressor__n_neighbors': 15}, 'Test R2': array([-0.79097383, -0.3327945 , -0.60299684]), 'Test RMSE': array([-15.25543819, -16.06011769, -23.78776919]), 'Test MAE': array([-12.86677708, -12.99859539, -18.3602465 ]), 'Test MSE': array([-232.72839449, -257.92738016, -565.85796306]), 'AIC': array([1959.05420634, 1995.85875015, 2277.1268291 ]), 'BIC': array([1974.57633829, 2011.3808821 , 2292.64896105])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-1.73452   , -0.6051187 , -0.55136308]), 'Test RMSE': array([-18.85040215, -17.62465829, -23.40152229]), 'Test MAE': array([-15.32600911, -14.44312252, -17.78338263]), 'Test MSE': array([-355.33766118, -310.62857982, -547.63124558]), 'AIC': array([2110.55852145, 2062.41805585, 2265.40557003]), 'BIC': array([2126.08065339, 2077.94018779, 2280.92770197])}"
"measuring CO,measuring O3 1,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-1.29660996,  0.56228698,  0.46394768]), 'Test RMSE': array([-17.27522408,  -9.20368746, -13.75596224]), 'Test MAE': array([-14.17749411,  -7.00473807, -10.68337284]), 'Test MSE': array([-298.43336707,  -84.70786288, -189.22649705]), 'AIC': array([2048.07971216, 1597.23661773, 1884.97420068]), 'BIC': array([2063.6018441 , 1612.75874968, 1900.49633263])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.19430153, 0.467391  , 0.42021914]), 'Test RMSE': array([-10.23213677, -10.15246215, -14.30603618]), 'Test MAE': array([ -8.17591986,  -7.60189849, -11.42127485]), 'Test MSE': array([-104.69662283, -103.07248775, -204.66267131]), 'AIC': array([1673.08193649, 1667.48483689, 1913.04799625]), 'BIC': array([1688.60406843, 1683.00696884, 1928.5701282 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=15))]), 'Best Parameters': {'knn_regressor__n_neighbors': 15}, 'Test R2': array([-0.19742185,  0.44271083,  0.31949332]), 'Test RMSE': array([-12.47394015, -10.38502222, -15.4989965 ]), 'Test MAE': array([-10.36244864,  -7.76363941, -12.2397423 ]), 'Test MSE': array([-155.59918298, -107.84868641, -240.21889251]), 'AIC': array([1814.92744321, 1683.7010511 , 1970.39510041]), 'BIC': array([1830.44957516, 1699.22318304, 1985.91723235])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([0.17977817, 0.45407768, 0.43689821]), 'Test RMSE': array([-10.3239461 , -10.27856657, -14.09875734]), 'Test MAE': array([ -8.09329975,  -7.81461326, -10.99914514]), 'Test MSE': array([-106.58386304, -105.64893068, -198.77495851]), 'AIC': array([1679.47769956, 1676.32354092, 1902.59804965]), 'BIC': array([1694.99983151, 1691.84567287, 1918.1201816 ])}"
"measuring CO,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-2.34213069,  0.07417616,  0.07890514]), 'Test RMSE': array([-20.83971528, -13.38539859, -18.03181995]), 'Test MAE': array([-16.65932962, -10.44657131, -14.23950541]), 'Test MSE': array([-434.29373304, -179.16889534, -325.1465307 ]), 'AIC': array([2182.39215717, 1865.42174991, 2078.7707881 ]), 'BIC': array([2197.91428912, 1880.94388186, 2094.29292005])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.24500838,  0.12073607, -0.00912021]), 'Test RMSE': array([-12.7193877 , -13.04447957, -18.87377768]), 'Test MAE': array([-10.60514159, -10.07550024, -15.33982409]), 'Test MSE': array([-161.78282336, -170.1584472 , -356.21948391]), 'AIC': array([1828.87923247, 1846.94935623, 2111.4458506 ]), 'BIC': array([1844.40136442, 1862.47148817, 2126.96798254])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-2.57281745,  0.06536375, -0.07751303]), 'Test RMSE': array([-21.54693398, -13.44895181, -19.50287552]), 'Test MAE': array([-18.35304306, -10.2441832 , -15.76674855]), 'Test MSE': array([-464.27036394, -180.87430466, -380.36215366]), 'AIC': array([2206.28720871, 1868.81323794, 2134.92233287]), 'BIC': array([2221.80934065, 1884.33536989, 2150.44446481])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-1.65381747,  0.19329169,  0.18459437]), 'Test RMSE': array([-18.57015769, -12.49468738, -16.96579587]), 'Test MAE': array([-15.72815419,  -9.75381317, -13.4818477 ]), 'Test MSE': array([-344.85075678, -156.11721269, -287.83822967]), 'AIC': array([2099.83400092, 1816.1173377 , 2035.13870588]), 'BIC': array([2115.35613286, 1831.63946964, 2050.66083783])}"
"measuring CO,measuring O3 2,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-3.43229809,  0.49830013,  0.26084897]), 'Test RMSE': array([-23.99907748,  -9.85346822, -16.15302912]), 'Test MAE': array([-17.0134097 ,  -7.29369824, -12.72591547]), 'Test MSE': array([-575.95571984,  -97.09083586, -260.92034971]), 'AIC': array([2283.45902012, 1646.08162332, 1999.98903703]), 'BIC': array([2298.98115207, 1661.60375527, 2015.51116898])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.37635618,  0.49374118,  0.41663958]), 'Test RMSE': array([-13.37351246,  -9.89813631, -14.35013088]), 'Test MAE': array([-10.8055886 ,  -7.32903605, -11.44960697]), 'Test MSE': array([-178.85083539,  -97.97310236, -205.92625622]), 'AIC': array([1864.78566491, 1649.32008515, 1915.25148881]), 'BIC': array([1880.30779685, 1664.84221709, 1930.77362076])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=15))]), 'Best Parameters': {'knn_regressor__n_neighbors': 15}, 'Test R2': array([-2.58999627,  0.43077116,  0.24516667]), 'Test RMSE': array([-21.59867282, -10.49567988, -16.32348622]), 'Test MAE': array([-18.4362334 ,  -7.86216771, -13.20061765]), 'Test MSE': array([-466.50266745, -110.15929604, -266.45620233]), 'AIC': array([2208.0044183 , 1691.29003215, 2007.50513923]), 'BIC': array([2223.52655025, 1706.81216409, 2023.02727117])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-1.14272495,  0.51782992,  0.4271632 ]), 'Test RMSE': array([-16.68642422,  -9.65978044, -14.22010619]), 'Test MAE': array([-14.28283595,  -7.03287468, -11.22122871]), 'Test MSE': array([-278.43675313,  -93.31135822, -202.21142007]), 'AIC': array([2023.25035484, 1631.8671784 , 1908.73433469]), 'BIC': array([2038.77248679, 1647.38931035, 1924.25646664])}"
"measuring NO2,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(10, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (10, 10)}, 'Test R2': array([-0.22354503,  0.35281621,  0.19332947]), 'Test RMSE': array([-12.60927293, -11.19131044, -16.87467736]), 'Test MAE': array([ -9.15383997,  -8.3746216 , -13.34919922]), 'Test MSE': array([-158.99376392, -125.24542934, -284.75473599]), 'AIC': array([1822.65366313, 1737.23853842, 2031.28290787]), 'BIC': array([1838.17579507, 1752.76067036, 2046.80503982])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.08778551,  0.06853173,  0.00012738]), 'Test RMSE': array([-11.88917454, -13.42613963, -18.78709894]), 'Test MAE': array([ -9.78527521,  -9.09388418, -15.23015405]), 'Test MSE': array([-141.35247116, -180.26122546, -352.95508652]), 'AIC': array([1780.54985082, 1867.59772441, 2108.15001183]), 'BIC': array([1796.07198277, 1883.11985635, 2123.67214378])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=15))]), 'Best Parameters': {'knn_regressor__n_neighbors': 15}, 'Test R2': array([0.00683557, 0.1933674 , 0.11220274]), 'Test RMSE': array([-11.36032212, -12.49410099, -17.70289457]), 'Test MAE': array([ -8.82737526,  -9.54930259, -14.30007003]), 'Test MSE': array([-129.05691857, -156.10255952, -313.39247627]), 'AIC': array([1747.970766  , 1816.08373422, 2065.58936358]), 'BIC': array([1763.49289794, 1831.60586616, 2081.11149553])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.03653901,  0.28382208,  0.21026049]), 'Test RMSE': array([-11.60574148, -11.77274105, -16.696649  ]), 'Test MAE': array([ -9.24934601,  -8.71989142, -13.35419176]), 'Test MSE': array([-134.69323524, -138.59743189, -278.7780879 ]), 'AIC': array([1763.27395032, 1773.50333365, 2023.68895717]), 'BIC': array([1778.79608227, 1789.02546559, 2039.21108911])}"
"measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.89502658, -0.3307159 , -0.65370926]), 'Test RMSE': array([-15.69234038, -16.04758931, -24.16111448]), 'Test MAE': array([-12.11985689, -12.70874945, -18.5906569 ]), 'Test MSE': array([-246.24954666, -257.5251225 , -583.75945295]), 'AIC': array([1979.2716672 , 1995.29998569, 2288.27706284]), 'BIC': array([1994.79379914, 2010.82211764, 2303.79919478])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.47532863, -0.11935255, -0.65927613]), 'Test RMSE': array([-13.84600401, -14.71806021, -24.20174698]), 'Test MAE': array([-11.7189655 , -11.2861157 , -18.75942123]), 'Test MSE': array([-191.71182711, -216.62129634, -585.72455674]), 'AIC': array([1889.64561719, 1933.37793299, 2289.4801709 ]), 'BIC': array([1905.16774913, 1948.90006493, 2305.00230284])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.7775089 , -0.15994425, -0.72654861]), 'Test RMSE': array([-15.19798316, -14.98254829, -24.68748158]), 'Test MAE': array([-12.41977778, -11.60292348, -19.25950315]), 'Test MSE': array([-230.97869227, -224.47675312, -609.47174688]), 'AIC': array([1956.35251647, 1946.13043051, 2303.70814839]), 'BIC': array([1971.87464842, 1961.65256245, 2319.23028033])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-1.33774838, -0.21308827, -0.6007474 ]), 'Test RMSE': array([-17.42926003, -15.3219249 , -23.77107301]), 'Test MAE': array([-14.1404571 , -12.60124155, -18.15594644]), 'Test MSE': array([-303.77910525, -234.76138275, -565.06391183]), 'AIC': array([2054.43568992, 1962.16791885, 2276.62410581]), 'BIC': array([2069.95782186, 1977.69005079, 2292.14623775])}"
