,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.39529026, -0.80259738, -0.81414827]), 'Test RMSE': array([-14.4893107 ,  -9.56224177,  -9.67440893]), 'Test MAE': array([-9.43302062, -7.04626507, -7.67360279]), 'Test MSE': array([-209.94012468,  -91.43646771,  -93.59418812]), 'AIC': array([1922.16240828, 1624.6006913 , 1632.95064741]), 'BIC': array([1937.68454022, 1640.12282324, 1648.47277935])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.33771696, -0.33701049, -0.26105133]), 'Test RMSE': array([-14.18722839,  -8.23526845,  -8.06592971]), 'Test MAE': array([-9.18180422, -6.50683865, -6.56999896]), 'Test MSE': array([-201.27744935,  -67.81964652,  -65.05922211]), 'AIC': array([1907.07697986, 1517.63298904, 1502.75667127]), 'BIC': array([1922.59911181, 1533.15512098, 1518.27880322])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.47193813, -0.47418209, -0.40649025]), 'Test RMSE': array([-14.88196306,  -8.64740735,  -8.51836831]), 'Test MAE': array([-9.80058176, -6.72990776, -6.82964496]), 'Test MSE': array([-221.47282461,  -74.77765394,  -72.56259867]), 'AIC': array([1941.30736204, 1552.59783645, 1541.83296368]), 'BIC': array([1956.82949399, 1568.11996839, 1557.35509563])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.46995626, -0.86469336, -0.57875636]), 'Test RMSE': array([-14.87194088,  -9.72554762,  -9.02496669]), 'Test MAE': array([-9.86810253, -7.1346448 , -7.09417312]), 'Test MSE': array([-221.17462539,  -94.58627654,  -81.45002382]), 'AIC': array([1940.82501277, 1636.72543822, 1583.19628666]), 'BIC': array([1956.34714472, 1652.24757017, 1598.7184186 ])}"
"measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(4, 50),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (4, 50)}, 'Test R2': array([-0.38980932, -0.31236896, -0.24411502]), 'Test RMSE': array([-14.46082444,  -8.15902621,  -8.01158264]), 'Test MAE': array([-9.5145926 , -5.99215134, -6.21320185]), 'Test MSE': array([-209.11544357,  -66.56970863,  -64.18545633]), 'AIC': array([1920.75335306, 1510.97337426, 1497.91604001]), 'BIC': array([1936.275485  , 1526.4955062 , 1513.43817196])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.37568569, -0.36444221, -0.13384951]), 'Test RMSE': array([-14.38715934,  -8.31932184,  -7.64831487]), 'Test MAE': array([-9.31717333, -6.55029384, -6.21291194]), 'Test MSE': array([-206.99035379,  -69.21111586,  -58.49672032]), 'AIC': array([1917.09664478, 1524.90381109, 1464.69150693]), 'BIC': array([1932.61877672, 1540.42594304, 1480.21363888])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.24956968, -0.67919413, -0.77905917]), 'Test RMSE': array([-13.71183831,  -9.22913091,  -9.58039128]), 'Test MAE': array([-8.46592453, -7.20474109, -7.17471008]), 'Test MSE': array([-188.01450984,  -85.17685738,  -91.78389711]), 'AIC': array([1882.67385208, 1599.21325762, 1625.95839929]), 'BIC': array([1898.19598402, 1614.73538957, 1641.48053123])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.4321081 , -0.46020028, -0.22199501]), 'Test RMSE': array([-14.67923237,  -8.6063017 ,  -7.9400414 ]), 'Test MAE': array([-9.69912622, -6.29016856, -6.17553803]), 'Test MSE': array([-215.47986287,  -74.06842889,  -63.04425748]), 'AIC': array([1931.48655119, 1549.18619827, 1491.49363866]), 'BIC': array([1947.00868314, 1564.70833021, 1507.0157706 ])}"
"measuring NO2,measuring O3 1,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.47399481, -0.4676352 , -1.5324573 ]), 'Test RMSE': array([-14.8923564 ,  -8.62818428, -11.43033916]), 'Test MAE': array([-9.63501756, -6.56575855, -8.99500614]), 'Test MSE': array([-221.78227913,  -74.44556394, -130.65265321]), 'AIC': array([1941.80723101, 1551.0044059 , 1752.37014322]), 'BIC': array([1957.32936296, 1566.52653785, 1767.89227516])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.32989547, -0.30589587, -0.48260977]), 'Test RMSE': array([-14.14569201,  -8.13887965,  -8.74583901]), 'Test MAE': array([-9.18962637, -6.36993491, -7.22460333]), 'Test MSE': array([-200.1006025 ,  -66.24136199,  -76.4897    ]), 'AIC': array([1904.97765042, 1509.20321553, 1560.70188065]), 'BIC': array([1920.49978236, 1524.72534747, 1576.2240126 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.46467518, -0.36110861, -1.30275811]), 'Test RMSE': array([-14.84520179,  -8.30915277, -10.89964144]), 'Test MAE': array([-9.71176205, -6.52744654, -8.32526786]), 'Test MSE': array([-220.38001605,  -69.04201982, -118.80218345]), 'AIC': array([1939.53651787, 1524.02807818, 1718.33060336]), 'BIC': array([1955.05864982, 1539.55021013, 1733.85273531])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.47263811, -0.68234784, -1.64661912]), 'Test RMSE': array([-14.88550117,  -9.23779351, -11.68513605]), 'Test MAE': array([-9.80932511, -6.98562123, -8.7935312 ]), 'Test MSE': array([-221.57814507,  -85.33682894, -136.54240453]), 'AIC': array([1941.47756695, 1599.88499066, 1768.15540957]), 'BIC': array([1956.99969889, 1615.4071226 , 1783.67754152])}"
"measuring NO2,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.42821914, -0.91912916, -0.87134029]), 'Test RMSE': array([-14.65928773,  -9.86648489,  -9.82572114]), 'Test MAE': array([-9.75519761, -7.07579725, -7.54338371]), 'Test MSE': array([-214.89471662,  -97.34752414,  -96.5447959 ]), 'AIC': array([1930.51306206, 1647.02685302, 1644.06254424]), 'BIC': array([1946.03519401, 1662.54898497, 1659.58467618])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.36295163, -0.29072434, -0.28202102]), 'Test RMSE': array([-14.32041704,  -8.09146392,  -8.13271632]), 'Test MAE': array([-9.25687001, -6.49896719, -6.66154031]), 'Test MSE': array([-205.07434428,  -65.47178839,  -66.14107468]), 'AIC': array([1913.76737949, 1505.01972308, 1508.66080425]), 'BIC': array([1929.28951144, 1520.54185503, 1524.1829362 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.4266279 , -0.50798867, -0.55473806]), 'Test RMSE': array([-14.65111915,  -8.74599836,  -8.95605323]), 'Test MAE': array([-9.62141509, -6.79257233, -6.99234244]), 'Test MSE': array([-214.65529235,  -76.4924874 ,  -80.2108894 ]), 'AIC': array([1930.11397514, 1560.71492647, 1577.70802356]), 'BIC': array([1945.63610708, 1576.23705842, 1593.23015551])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.45619795, -0.98272943, -0.52929826]), 'Test RMSE': array([-14.80217903, -10.02864088,  -8.88247814]), 'Test MAE': array([-9.86583794, -7.26474437, -6.75297162]), 'Test MSE': array([-219.10450393, -100.57363781,  -78.89841792]), 'AIC': array([1937.45847143, 1658.6986822 , 1571.801701  ]), 'BIC': array([1952.98060338, 1674.22081415, 1587.32383294])}"
"measuring NO2,measuring O3 2,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.4326693 , -1.12665482, -0.82448115]), 'Test RMSE': array([-14.68210824, -10.38625199,  -9.70192115]), 'Test MAE': array([-9.61960682, -7.90069378, -8.11855681]), 'Test MSE': array([-215.56430233, -107.87423037,  -94.12727399]), 'AIC': array([1931.62681212, 1683.78583335, 1634.98392855]), 'BIC': array([1947.14894406, 1699.30796529, 1650.50606049])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.3174487 , -0.36399508, -0.54152623]), 'Test RMSE': array([-14.07934012,  -8.31795862,  -8.91791874]), 'Test MAE': array([-9.14664933, -6.76446703, -7.45623434]), 'Test MSE': array([-198.22781812,  -69.18843557,  -79.52927456]), 'AIC': array([1901.61127377, 1524.7864763 , 1574.65281709]), 'BIC': array([1917.13340572, 1540.30860824, 1590.17494903])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.52498459, -0.51581207, -0.61317072]), 'Test RMSE': array([-15.1477515 ,  -8.76865602,  -9.1228013 ]), 'Test MAE': array([-10.24685325,  -6.86833333,  -7.61768487]), 'Test MSE': array([-229.4543754 ,  -76.88932837,  -83.22550358]), 'AIC': array([1953.98210709, 1562.56741968, 1590.91627268]), 'BIC': array([1969.50423904, 1578.08955163, 1606.43840463])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 1, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.53270998, -1.2411187 , -0.63559052]), 'Test RMSE': array([-15.18607135, -10.66210077,  -9.18597677]), 'Test MAE': array([-10.30832318,  -7.99019953,  -7.33854342]), 'Test MSE': array([-230.6167632 , -113.68039289,  -84.38216925]), 'AIC': array([1955.79111305, 1702.55395647, 1595.85748898]), 'BIC': array([1971.31324499, 1718.07608842, 1611.37962092])}"
"measuring NO2,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.47837309, -0.66879849, -0.93626307]), 'Test RMSE': array([-14.91445775,  -9.20051847,  -9.99471079]), 'Test MAE': array([-9.80690372, -7.19182456, -8.11602004]), 'Test MSE': array([-222.44105006,  -84.64954009,  -99.89424371]), 'AIC': array([1942.86904001, 1596.99004382, 1656.27211873]), 'BIC': array([1958.39117196, 1612.51217576, 1671.79425067])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.35328821, -0.25342572, -0.5008407 ]), 'Test RMSE': array([-14.2695604 ,  -7.97369563,  -8.7994464 ]), 'Test MAE': array([-9.24583571, -6.32760111, -7.32082118]), 'Test MSE': array([-203.620354  ,  -63.57982197,  -77.4302569 ]), 'AIC': array([1911.22009558, 1494.52202361, 1565.07718802]), 'BIC': array([1926.74222753, 1510.04415555, 1580.59931997])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.43183384, -0.43784183, -0.69451528]), 'Test RMSE': array([-14.6778267 ,  -8.54015807,  -9.34998244]), 'Test MAE': array([-9.59295912, -6.7083805 , -7.50684559]), 'Test MSE': array([-215.43859656,  -72.93429988,  -87.42217155]), 'AIC': array([1931.41798445, 1543.66213427, 1608.52811679]), 'BIC': array([1946.94011639, 1559.18426622, 1624.05024873])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.4649202 , -0.71390807, -0.78005333]), 'Test RMSE': array([-14.84644343,  -9.3240397 ,  -9.58306772]), 'Test MAE': array([-9.86028196, -7.13553178, -7.56655278]), 'Test MSE': array([-220.4168824 ,  -86.93771642,  -91.83518701]), 'AIC': array([1939.59640103, 1606.53872133, 1626.15839794]), 'BIC': array([1955.11853298, 1622.06085327, 1641.68052989])}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([ 0.02665482, -0.47074687, -0.28084268]), 'Test RMSE': array([-12.10176977,  -8.63732614,  -8.12897797]), 'Test MAE': array([-9.63611249, -6.08930433, -6.40871599]), 'Test MSE': array([-146.45283148,  -74.60340288,  -66.08028288]), 'AIC': array([1795.23981977, 1553.76263139, 1510.3316068 ]), 'BIC': array([1814.64248471, 1573.16529633, 1529.73427173])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.07216534, 0.02427659, 0.03395304]), 'Test RMSE': array([-11.81546285,  -7.03515574,  -7.05971502]), 'Test MAE': array([-9.27731165, -5.30873551, -5.36176892]), 'Test MSE': array([-139.60516244,  -49.49341628,  -49.83957615]), 'AIC': array([1778.09690483, 1406.85859698, 1409.35375452]), 'BIC': array([1797.49956976, 1426.26126192, 1428.75641945])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.13465112,  0.0336019 , -0.10153631]), 'Test RMSE': array([-13.06611926,  -7.00145638,  -7.53854375]), 'Test MAE': array([-10.12249315,  -5.59880503,  -5.87411441]), 'Test MSE': array([-170.72347244,  -49.02039146,  -56.82964181]), 'AIC': array([1850.13615558, 1403.42061823, 1456.34078277]), 'BIC': array([1869.53882051, 1422.82328316, 1475.7434477 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.21510129, -0.09428773, -0.34253248]), 'Test RMSE': array([-13.52140078,  -7.45034043,  -8.32243577]), 'Test MAE': array([-11.20495182,  -5.70658141,  -6.47350177]), 'Test MSE': array([-182.82827894,  -55.50757258,  -69.26293717]), 'AIC': array([1874.65994981, 1447.91396466, 1527.17176067]), 'BIC': array([1894.06261475, 1467.3166296 , 1546.5744256 ])}"
"measuring CO,measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.23833232, -0.13326678, -0.10727902]), 'Test RMSE': array([-13.6500439 ,  -7.58187171,  -7.55816879]), 'Test MAE': array([-11.27506107,  -5.47374862,  -5.700854  ]), 'Test MSE': array([-186.32369849,  -57.48477866,  -57.12591538]), 'AIC': array([1881.43980026, 1460.4442294 , 1458.20231864]), 'BIC': array([1900.84246519, 1479.84689433, 1477.60498357])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.05128921, 0.07859729, 0.03802585]), 'Test RMSE': array([-11.94764648,  -6.8365201 ,  -7.04481759]), 'Test MAE': array([-9.4072515 , -5.107607  , -5.33324019]), 'Test MSE': array([-142.74625634,  -46.73800711,  -49.6294549 ]), 'AIC': array([1786.062567  , 1386.3516532 , 1407.84125326]), 'BIC': array([1805.46523193, 1405.75431814, 1427.24391819])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.22349225, -0.04570222, -0.36418586]), 'Test RMSE': array([-13.56800691,  -7.28306804,  -8.38928257]), 'Test MAE': array([-10.71587325,  -5.50553782,  -6.47730608]), 'Test MSE': array([-184.09081154,  -53.04308015,  -70.38006197]), 'AIC': array([1877.12364531, 1431.65538104, 1532.89978445]), 'BIC': array([1896.52631024, 1451.05804598, 1552.30244938])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.11253673, -0.17296209, -0.13388935]), 'Test RMSE': array([-12.93816316,  -7.71351523,  -7.64844925]), 'Test MAE': array([-10.44690622,  -5.64211717,  -5.75683687]), 'Test MSE': array([-167.39606588,  -59.49831726,  -58.49877592]), 'AIC': array([1843.08983102, 1472.76939504, 1466.70408701]), 'BIC': array([1862.49249595, 1492.17205997, 1486.10675194])}"
"measuring CO,measuring NO2,measuring O3 1,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([ 0.01796519, -0.28453388, -0.52155522]), 'Test RMSE': array([-12.15566952,  -8.07203683,  -8.85996304]), 'Test MAE': array([-9.91253788, -5.9579863 , -6.84613938]), 'Test MSE': array([-147.76030153,  -65.15777857,  -78.49894507]), 'AIC': array([1798.42171282, 1505.29858546, 1571.9844966 ]), 'BIC': array([1817.82437775, 1524.7012504 , 1591.38716154])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.06968483, 0.05245408, 0.01298203]), 'Test RMSE': array([-11.83124629,  -6.93282897,  -7.13592997]), 'Test MAE': array([-9.24562433, -5.18885887, -5.28445896]), 'Test MSE': array([-139.97838876,  -48.06411755,  -50.92149657]), 'AIC': array([1779.05272001, 1396.36785282, 1417.04208865]), 'BIC': array([1798.45538494, 1415.77051776, 1436.44475358])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.18802515, -0.00779277, -0.1395563 ]), 'Test RMSE': array([-13.36990316,  -7.14983423,  -7.66753811]), 'Test MAE': array([-10.57898403,  -5.66286567,  -6.17021008]), 'Test MSE': array([-178.75431052,  -51.12012951,  -58.79114073]), 'AIC': array([1866.592402  , 1418.43584699, 1468.48884089]), 'BIC': array([1885.99506694, 1437.83851192, 1487.89150582])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.24800263, -0.13440122, -0.35258861]), 'Test RMSE': array([-13.7032378 ,  -7.58566563,  -8.35354687]), 'Test MAE': array([-11.5083806 ,  -5.82376499,  -6.65269321]), 'Test MSE': array([-187.77872624,  -57.54232308,  -69.78174527]), 'AIC': array([1884.2246128 , 1460.80242156, 1529.84333582]), 'BIC': array([1903.62727773, 1480.2050865 , 1549.24600075])}"
"measuring CO,measuring NO2,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.01090639, -0.37242071, -0.96039797]), 'Test RMSE': array([-12.33306203,  -8.34360976, -10.05680833]), 'Test MAE': array([-9.51191066, -6.19540932, -7.54640186]), 'Test MSE': array([-152.10441915,  -69.61582387, -101.13939383]), 'AIC': array([1808.79507659, 1528.99109875, 1662.70689341]), 'BIC': array([1828.19774153, 1548.39376368, 1682.10955834])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([0.04503413, 0.14724136, 0.07944274]), 'Test RMSE': array([-11.98696863,  -6.57693297,  -6.89149513]), 'Test MAE': array([-9.35297403, -5.02952942, -5.26784915]), 'Test MSE': array([-143.68741684,  -43.2560473 ,  -47.49270517]), 'AIC': array([1788.41520011, 1358.63506235, 1392.08625235]), 'BIC': array([1807.81786505, 1378.03772728, 1411.48891729])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.04170839, -0.11043083, -0.35507266]), 'Test RMSE': array([-12.51954441,  -7.50509353,  -8.36121406]), 'Test MAE': array([-8.83165941, -5.90820029, -6.28882191]), 'Test MSE': array([-156.73899226,  -56.32642891,  -69.90990061]), 'AIC': array([1819.5403389 , 1453.15666009, 1530.50020584]), 'BIC': array([1838.94300383, 1472.55932503, 1549.90287077])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.02372727, -0.14937783, -0.25568744]), 'Test RMSE': array([-12.41102302,  -7.63557524,  -8.04875719]), 'Test MAE': array([-9.09072384, -5.85687768, -6.3978473 ]), 'Test MSE': array([-154.03349253,  -58.30200918,  -64.78249235]), 'AIC': array([1813.30688245, 1465.49788689, 1503.23066859]), 'BIC': array([1832.70954738, 1484.90055182, 1522.63333352])}"
