,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring CO,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.26607636, -0.35450896, -0.55956775]), 'Test RMSE': array([-0.07883098, -0.05278796, -0.06519579]), 'Test MAE': array([-0.05685821, -0.04306743, -0.04899335]), 'Test MSE': array([-0.00621432, -0.00278657, -0.00425049]), 'AIC': array([-1810.96166155, -2098.09407856, -1946.93807581]), 'BIC': array([-1795.4395296 , -2082.57194661, -1931.41594387])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.02472572, -0.3585017 , -0.70860016]), 'Test RMSE': array([-0.06918793, -0.0528657 , -0.06823978]), 'Test MAE': array([-0.04793753, -0.04463675, -0.05122716]), 'Test MSE': array([-0.00478697, -0.00279478, -0.00465667]), 'AIC': array([-1904.38504591, -2097.04033912, -1914.26494928]), 'BIC': array([-1888.86291397, -2081.51820717, -1898.74281733])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.18616625, -0.48407348, -0.67949754]), 'Test RMSE': array([-0.07630267, -0.05525501, -0.06765612]), 'Test MAE': array([-0.05484078, -0.04573672, -0.04996235]), 'Test MSE': array([-0.0058221 , -0.00305312, -0.00457735]), 'AIC': array([-1834.30188919, -2065.3901837 , -1920.41530022]), 'BIC': array([-1818.77975725, -2049.86805175, -1904.89316828])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.13458192, -0.45909823, -0.66132341]), 'Test RMSE': array([-0.07462509, -0.05478809, -0.06728907]), 'Test MAE': array([-0.05427903, -0.04530213, -0.04990522]), 'Test MSE': array([-0.0055689 , -0.00300174, -0.00452782]), 'AIC': array([-1850.21937028, -2071.46618189, -1924.31039273]), 'BIC': array([-1834.69723833, -2055.94404995, -1908.78826078])}"
"measuring CO,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([ 0.01975343, -0.16124506, -0.7333129 ]), 'Test RMSE': array([-0.06936408, -0.04887715, -0.06873151]), 'Test MAE': array([-0.04791346, -0.04014489, -0.05310108]), 'Test MSE': array([-0.00481138, -0.00238898, -0.00472402]), 'AIC': array([-1902.56447221, -2153.20683114, -1909.12402236]), 'BIC': array([-1887.04234027, -2137.6846992 , -1893.60189042])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.01521375, -0.42931784, -0.64198684]), 'Test RMSE': array([-0.06952451, -0.0542261 , -0.06689632]), 'Test MAE': array([-0.04677164, -0.04517763, -0.04958324]), 'Test MSE': array([-0.00483366, -0.00294047, -0.00447512]), 'AIC': array([-1900.91034269, -2078.84860617, -1928.5016865 ]), 'BIC': array([-1885.38821074, -2063.32647423, -1912.97955456])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([ 0.06090972, -0.04519755, -0.76451464]), 'Test RMSE': array([-0.06789232, -0.04637064, -0.06934738]), 'Test MAE': array([-0.04767168, -0.03788947, -0.05351454]), 'Test MSE': array([-0.00460937, -0.00215024, -0.00480906]), 'AIC': array([-1917.91999352, -2190.89952289, -1902.73690288]), 'BIC': array([-1902.39786158, -2175.37739094, -1887.21477093])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.04972405, -0.18952276, -0.83216838]), 'Test RMSE': array([-0.07178018, -0.04946868, -0.07066431]), 'Test MAE': array([-0.04900678, -0.03983393, -0.05463069]), 'Test MSE': array([-0.00515239, -0.00244715, -0.00499344]), 'AIC': array([-1878.04918293, -2144.59355517, -1889.26732948]), 'BIC': array([-1862.52705098, -2129.07142323, -1873.74519753])}"
"measuring CO,measuring O3 1,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.48259953, -0.3655943 , -0.80095504]), 'Test RMSE': array([-0.08530586, -0.05300353, -0.07005979]), 'Test MAE': array([-0.06332987, -0.04249275, -0.05389328]), 'Test MSE': array([-0.00727709, -0.00280937, -0.00490837]), 'AIC': array([-1754.44264343, -2095.17611978, -1895.41886739]), 'BIC': array([-1738.92051149, -2079.65398783, -1879.89673544])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.02931976, -0.43674533, -0.95007558]), 'Test RMSE': array([-0.06902478, -0.05436681, -0.07290262]), 'Test MAE': array([-0.04689093, -0.04600587, -0.05616425]), 'Test MSE': array([-0.00476442, -0.00295575, -0.00531479]), 'AIC': array([-1906.07539132, -2076.99306823, -1866.93959943]), 'BIC': array([-1890.55325937, -2061.47093628, -1851.41746748])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.01981913, -0.40692206, -0.72656499]), 'Test RMSE': array([-0.07075034, -0.05379959, -0.06859759]), 'Test MAE': array([-0.04953596, -0.04356318, -0.05083004]), 'Test MSE': array([-0.00500561, -0.0028944 , -0.00470563]), 'AIC': array([-1888.39611228, -2084.50247067, -1910.52046141]), 'BIC': array([-1872.87398033, -2068.98033873, -1894.99832947])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.08874254, -0.29457778, -0.76908332]), 'Test RMSE': array([-0.07310205, -0.05160693, -0.0694371 ]), 'Test MAE': array([-0.05204518, -0.04201475, -0.0523441 ]), 'Test MSE': array([-0.00534391, -0.00266327, -0.00482151]), 'AIC': array([-1864.98358992, -2114.29515132, -1901.81116825]), 'BIC': array([-1849.46145797, -2098.77301937, -1886.2890363 ])}"
"measuring CO,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.2166468 , -0.47861184, -0.94384032]), 'Test RMSE': array([-0.07727682, -0.05515324, -0.07278597]), 'Test MAE': array([-0.05510654, -0.04420087, -0.05364247]), 'Test MSE': array([-0.00597171, -0.00304188, -0.0052978 ]), 'AIC': array([-1825.21868429, -2066.71011376, -1868.08611955]), 'BIC': array([-1809.69655234, -2051.18798181, -1852.5639876 ])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.04278788, -0.40506817, -0.85678978]), 'Test RMSE': array([-0.07154264, -0.05376413, -0.07113753]), 'Test MAE': array([-0.05154118, -0.04543692, -0.05438158]), 'Test MSE': array([-0.00511835, -0.00289058, -0.00506055]), 'AIC': array([-1880.4225587 , -2084.97451591, -1884.48842319]), 'BIC': array([-1864.90042675, -2069.45238396, -1868.96629124])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.21746179, -0.49566875, -0.96680906]), 'Test RMSE': array([-0.07730269, -0.05547044, -0.07321474]), 'Test MAE': array([-0.05510589, -0.04488595, -0.05430832]), 'Test MSE': array([-0.00597571, -0.00307697, -0.0053604 ]), 'AIC': array([-1824.97895128, -2062.60395088, -1863.88072787]), 'BIC': array([-1809.45681934, -2047.08181893, -1848.35859592])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.15674091, -0.46316326, -0.83726959]), 'Test RMSE': array([-0.0753503 , -0.05486436, -0.07076261]), 'Test MAE': array([-0.05261218, -0.04513915, -0.05397993]), 'Test MSE': array([-0.00567767, -0.0030101 , -0.00500735]), 'AIC': array([-1843.29484029, -2070.47018545, -1888.27195301]), 'BIC': array([-1827.77270834, -2054.94805351, -1872.74982107])}"
"measuring CO,measuring O3 2,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.26051531, -0.53691314, -1.26329922]), 'Test RMSE': array([-0.07865766, -0.05623007, -0.07853955]), 'Test MAE': array([-0.05697905, -0.0457246 , -0.05977496]), 'Test MSE': array([-0.00618703, -0.00316182, -0.00616846]), 'AIC': array([-1812.53758548, -2052.86544868, -1813.61354847]), 'BIC': array([-1797.01545354, -2037.34331673, -1798.09141653])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.08591186, -0.30290199, -0.82231603]), 'Test RMSE': array([-0.07300696, -0.05177258, -0.07047405]), 'Test MAE': array([-0.05220269, -0.04323779, -0.05343945]), 'Test MSE': array([-0.00533002, -0.0026804 , -0.00496659]), 'AIC': array([-1865.91558404, -2112.00055851, -1891.19764151]), 'BIC': array([-1850.3934521 , -2096.47842656, -1875.67550956])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=13))]), 'Best Parameters': {'knn_regressor__n_neighbors': 13}, 'Test R2': array([-0.20191724, -0.61511549, -1.37313027]), 'Test RMSE': array([-0.07680761, -0.05764289, -0.08042262]), 'Test MAE': array([-0.0551307 , -0.04611888, -0.0589946 ]), 'Test MSE': array([-0.00589941, -0.0033227 , -0.0064678 ]), 'AIC': array([-1829.57932657, -2035.09772359, -1796.64925547]), 'BIC': array([-1814.05719462, -2019.57559164, -1781.12712353])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(min_samples_leaf=4, n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': None, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.22971534, -0.55402215, -0.93782514]), 'Test RMSE': array([-0.07769074, -0.05654218, -0.07267327]), 'Test MAE': array([-0.05490807, -0.04526585, -0.0539343 ]), 'Test MSE': array([-0.00603585, -0.00319702, -0.0052814 ]), 'AIC': array([-1821.39375523, -2048.90219048, -1869.1956609 ]), 'BIC': array([-1805.87162329, -2033.38005853, -1853.67352895])}"
"measuring CO,measuring PM10,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.26987795, -0.47559391, -1.45761772]), 'Test RMSE': array([-0.07894924, -0.05509692, -0.08184169]), 'Test MAE': array([-0.05661398, -0.04474084, -0.06231273]), 'Test MSE': array([-0.00623298, -0.00303567, -0.00669806]), 'AIC': array([-1809.88832045, -2067.44155783, -1784.12548382]), 'BIC': array([-1794.36618851, -2051.91942589, -1768.60335187])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.01096704, -0.46129242, -1.0919944 ]), 'Test RMSE': array([-0.07044261, -0.05482927, -0.07550882]), 'Test MAE': array([-0.04995699, -0.04638872, -0.05907806]), 'Test MSE': array([-0.00496216, -0.00300625, -0.00570158]), 'AIC': array([-1891.51713791, -2070.9282258 , -1841.79019253]), 'BIC': array([-1875.99500596, -2055.40609385, -1826.26806059])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.17870192, -0.4819746 , -1.12736541]), 'Test RMSE': array([-0.07606221, -0.05521592, -0.07614448]), 'Test MAE': array([-0.05314371, -0.04473776, -0.05619231]), 'Test MSE': array([-0.00578546, -0.0030488 , -0.00579798]), 'AIC': array([-1836.56183754, -2065.8968494 , -1835.78780538]), 'BIC': array([-1821.0397056 , -2050.37471746, -1820.26567343])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.04058449, -0.3400626 , -1.07174936]), 'Test RMSE': array([-0.07146701, -0.0525057 , -0.07514256]), 'Test MAE': array([-0.04970607, -0.04231033, -0.05747296]), 'Test MSE': array([-0.00510753, -0.00275685, -0.0056464 ]), 'AIC': array([-1881.17980772, -2101.93279388, -1845.27157038]), 'BIC': array([-1865.65767577, -2086.41066194, -1829.74943844])}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.16498411, -0.37317295, -0.57020522]), 'Test RMSE': array([-0.07561831, -0.0531504 , -0.06541775]), 'Test MAE': array([-0.05482143, -0.0433468 , -0.04929268]), 'Test MSE': array([-0.00571813, -0.00282497, -0.00427948]), 'AIC': array([-1838.75269939, -2091.19481766, -1942.50452606]), 'BIC': array([-1819.35003446, -2071.79215273, -1923.10186112])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.01806024, -0.37393112, -0.70236699]), 'Test RMSE': array([-0.06942396, -0.05316507, -0.06811519]), 'Test MAE': array([-0.0480441 , -0.04491591, -0.05110807]), 'Test MSE': array([-0.00481969, -0.00282652, -0.00463968]), 'AIC': array([-1899.94662825, -2090.99720861, -1913.57336199]), 'BIC': array([-1880.54396331, -2071.59454368, -1894.17069706])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=17))]), 'Best Parameters': {'knn_regressor__n_neighbors': 17}, 'Test R2': array([-0.14681654, -0.51366576, -0.57786778]), 'Test RMSE': array([-0.07502637, -0.05580318, -0.06557718]), 'Test MAE': array([-0.05182595, -0.04625634, -0.04854554]), 'Test MSE': array([-0.00562896, -0.00311399, -0.00430037]), 'AIC': array([-1844.37958903, -2056.32193577, -1940.76174436]), 'BIC': array([-1824.9769241 , -2036.91927084, -1921.35907942])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.08692098, -0.51401046, -0.64567315]), 'Test RMSE': array([-0.07304087, -0.05580953, -0.06697137]), 'Test MAE': array([-0.05220178, -0.04589605, -0.04988139]), 'Test MSE': array([-0.00533497, -0.0031147 , -0.00448516]), 'AIC': array([-1863.58305548, -2056.24042059, -1925.69886511]), 'BIC': array([-1844.18039055, -2036.83775566, -1906.29620018])}"
"measuring CO,measuring NO2,measuring O3 1,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.03002907, -0.15128656, -0.70597868]), 'Test RMSE': array([-0.07110362, -0.04866712, -0.06818741]), 'Test MAE': array([-0.04993161, -0.03980836, -0.052548  ]), 'Test MSE': array([-0.00505572, -0.00236849, -0.00464952]), 'AIC': array([-1882.82981087, -2154.29017672, -1912.81464597]), 'BIC': array([-1863.42714594, -2134.88751179, -1893.41198104])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.00420317, -0.44649526, -0.63473744]), 'Test RMSE': array([-0.0699121 , -0.05455096, -0.06674848]), 'Test MAE': array([-0.04700913, -0.04547243, -0.04944554]), 'Test MSE': array([-0.0048877 , -0.00297581, -0.00445536]), 'AIC': array([-1894.92987251, -2072.57184106, -1928.08576169]), 'BIC': array([-1875.52720758, -2053.16917613, -1908.68309675])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=20))]), 'Best Parameters': {'knn_regressor__n_neighbors': 20}, 'Test R2': array([-0.01298145, -0.1248902 , -0.68524753]), 'Test RMSE': array([-0.07051276, -0.04810597, -0.06777184]), 'Test MAE': array([-0.04806399, -0.03926221, -0.051578  ]), 'Test MSE': array([-0.00497205, -0.00231418, -0.00459302]), 'AIC': array([-1888.80451148, -2162.59385531, -1917.19173211]), 'BIC': array([-1869.40184655, -2143.19119037, -1897.78906718])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 2, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.07124187, -0.18470228, -0.76288137]), 'Test RMSE': array([-0.07251214, -0.04936834, -0.06931527]), 'Test MAE': array([-0.04925368, -0.03962111, -0.0533934 ]), 'Test MSE': array([-0.00525801, -0.00243723, -0.00480461]), 'AIC': array([-1868.78490713, -2144.04728183, -1901.06842939]), 'BIC': array([-1849.3822422 , -2124.6446169 , -1881.66576445])}"
"measuring CO,measuring NO2,measuring O3 1,temperature,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.25749754, -0.41015677, -0.75512479]), 'Test RMSE': array([-0.07856345, -0.0538614 , -0.06916261]), 'Test MAE': array([-0.05822748, -0.04287753, -0.05334715]), 'Test MSE': array([-0.00617222, -0.00290105, -0.00478347]), 'AIC': array([-1811.39569314, -2081.68032249, -1902.64708566]), 'BIC': array([-1791.99302821, -2062.27765756, -1883.24442073])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([ 0.01854686, -0.4498036 , -0.9351932 ]), 'Test RMSE': array([-0.06940676, -0.05461331, -0.0726239 ]), 'Test MAE': array([-0.04712376, -0.0462091 , -0.05585364]), 'Test MSE': array([-0.0048173 , -0.00298261, -0.00527423]), 'AIC': array([-1900.1240868 , -2071.75398031, -1867.68222378]), 'BIC': array([-1880.72142187, -2052.35131538, -1848.27955885])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=15))]), 'Best Parameters': {'knn_regressor__n_neighbors': 15}, 'Test R2': array([-0.10129332, -0.40924708, -0.66441974]), 'Test RMSE': array([-0.07352219, -0.05384402, -0.06735174]), 'Test MAE': array([-0.04968102, -0.04406857, -0.04958927]), 'Test MSE': array([-0.00540551, -0.00289918, -0.00453626]), 'AIC': array([-1858.88025222, -2081.91134289, -1921.64378171]), 'BIC': array([-1839.47758729, -2062.50867796, -1902.24111677])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-0.03876821, -0.31415176, -0.74085747]), 'Test RMSE': array([-0.07140462, -0.05199561, -0.06888093]), 'Test MAE': array([-0.0500616 , -0.04240665, -0.05189727]), 'Test MSE': array([-0.00509862, -0.00270354, -0.00474458]), 'AIC': array([-1879.80522017, -2106.92271596, -1905.56914127]), 'BIC': array([-1860.40255524, -2087.52005102, -1886.16647634])}"
"measuring CO,measuring NO2,measuring O3 2,measuring PM10,","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(200,),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (200,)}, 'Test R2': array([-0.31011897, -0.51649993, -1.04362176]), 'Test RMSE': array([-0.08019039, -0.05585539, -0.07463073]), 'Test MAE': array([-0.05579246, -0.04518818, -0.05562429]), 'Test MSE': array([-0.0064305 , -0.00311983, -0.00556975]), 'AIC': array([-1796.71973985, -2055.65224775, -1848.16533969]), 'BIC': array([-1777.31707492, -2036.24958282, -1828.76267475])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-0.05435136, -0.42401626, -0.84872706]), 'Test RMSE': array([-0.07193821, -0.05412543, -0.07098291]), 'Test MAE': array([-0.05186484, -0.04574741, -0.05422344]), 'Test MSE': array([-0.00517511, -0.00292956, -0.00503857]), 'AIC': array([-1874.47454558, -2078.17895874, -1884.04634666]), 'BIC': array([-1855.07188065, -2058.7762938 , -1864.64368173])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=17))]), 'Best Parameters': {'knn_regressor__n_neighbors': 17}, 'Test R2': array([-0.21093337, -0.55664527, -0.93349405]), 'Test RMSE': array([-0.07709515, -0.05658988, -0.07259201]), 'Test MAE': array([-0.05250868, -0.04575055, -0.05379712]), 'Test MSE': array([-0.00594366, -0.00320241, -0.0052696 ]), 'AIC': array([-1824.90382787, -2046.29841013, -1867.99669607]), 'BIC': array([-1805.50116294, -2026.8957452 , -1848.59403114])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=10, min_samples_leaf=4,
                                       min_samples_split=10,
                                       n_estimators=150))]), 'Best Parameters': {'random_forest_regressor__max_depth': 10, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 150}, 'Test R2': array([-0.17599417, -0.46885062, -0.75547224]), 'Test RMSE': array([-0.0759748 , -0.05497089, -0.06916946]), 'Test MAE': array([-0.053425  , -0.04524156, -0.05292718]), 'Test MSE': array([-0.00577217, -0.0030218 , -0.00478441]), 'AIC': array([-1835.38519208, -2067.08132682, -1902.57622132]), 'BIC': array([-1815.98252715, -2047.67866188, -1883.17355639])}"
